"occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus_reso","late_interval"
"598686","occurrence",NA,"63450","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.898613","43.155277","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598687","occurrence",NA,"63451","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.160004","43.297779","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598688","occurrence",NA,"63452","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.419167","41.861389","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598689","occurrence",NA,"63453","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.014999","41.905277","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598690","occurrence",NA,"63454","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.118332","42.193054","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598691","occurrence",NA,"63456","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.551392","42.151390","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598700","occurrence",NA,"63457","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.460281","42.373333","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598701","occurrence",NA,"63458","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.985275","42.975555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598705","occurrence",NA,"63459","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.140556","42.442780","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598706","occurrence",NA,"63461","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.716667","43.415279","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598707","occurrence",NA,"63462","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.619446","43.035557","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598708","occurrence",NA,"63463","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.718330","43.374168","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598709","occurrence",NA,"63464","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.868057","42.290279","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598725","occurrence",NA,"63479","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.261108","42.646389","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598726","occurrence",NA,"63480","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.241386","44.700279","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598727","occurrence",NA,"63481","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.943886","43.558887","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598728","occurrence",NA,"63482","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.098610","43.646667","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598730","occurrence",NA,"63484","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.388336","42.193611","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598731","occurrence",NA,"63485","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.232780","42.150555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598732","occurrence",NA,"63486","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.290833","42.050278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598733","occurrence",NA,"63487","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.543053","41.950279","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598734","occurrence",NA,"63488","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.485001","41.935555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598735","occurrence",NA,"63489","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.465553","41.906666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598738","occurrence",NA,"63490","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.387497","41.805279","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598739","occurrence",NA,"63491","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.445831","41.790833","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598740","occurrence",NA,"63492","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.581108","41.805832","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598741","occurrence",NA,"63493","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.907219","42.178890","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598742","occurrence",NA,"63494","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.874443","41.948891","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598743","occurrence",NA,"63495","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.912224","41.890835","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598744","occurrence",NA,"63496","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.922501","42.285831","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598745","occurrence",NA,"63497","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.513611","43.023335","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598746","occurrence",NA,"63498","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.786942","42.428890","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598747","occurrence",NA,"63499","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.865829","42.487499","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598748","occurrence",NA,"63500","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.043610","42.501945","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598749","occurrence",NA,"63501","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.671944","42.719166","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598750","occurrence",NA,"63502","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.926109","42.763058","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598751","occurrence",NA,"63503","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.528336","43.041668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598752","occurrence",NA,"63504","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.823334","43.081944","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598753","occurrence",NA,"63505","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.508331","43.056389","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"598754","occurrence",NA,"63506","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.508888","43.099998","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599209","occurrence",NA,"63554","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.484718","43.882221","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599210","occurrence",NA,"63555","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.560555","43.371666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599211","occurrence",NA,"63556","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.656670","43.371666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599212","occurrence",NA,"63557","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.776665","43.415558","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599404","occurrence",NA,"63572","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.835556","43.386391","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599405","occurrence",NA,"63573","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.410553","41.920277","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599406","occurrence",NA,"63574","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.796669","41.890835","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599407","occurrence",NA,"63575","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.398888","43.814445","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599408","occurrence",NA,"63576","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.110275","42.661388","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599409","occurrence",NA,"63577","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.338890","42.313332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599410","occurrence",NA,"63578","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.414169","42.277779","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599411","occurrence",NA,"63579","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.413330","42.211109","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599412","occurrence",NA,"63580","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.432777","42.225555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599413","occurrence",NA,"63581","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.406113","42.354721","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599414","occurrence",NA,"63582","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.307503","42.325832","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599415","occurrence",NA,"63583","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.580276","42.325279","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599416","occurrence",NA,"63584","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.543610","42.275002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599427","occurrence",NA,"63585","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.340553","42.834721","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599428","occurrence",NA,"63586","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.712776","42.775555","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599438","occurrence",NA,"63587","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.635559","42.876389","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599440","occurrence",NA,"63589","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.666664","43.025002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599441","occurrence",NA,"63590","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.407501","42.917778","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599442","occurrence",NA,"63591","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.406387","42.888611","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599443","occurrence",NA,"63592","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.253891","43.022778","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599444","occurrence",NA,"63593","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.179169","43.314720","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599445","occurrence",NA,"63594","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.954720","41.999443","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599446","occurrence",NA,"63595","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.879166","42.044445","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599447","occurrence",NA,"63596","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.227776","41.878887","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599448","occurrence",NA,"63597","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.033890","41.893890","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599449","occurrence",NA,"63598","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.176666","41.787498","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599450","occurrence",NA,"63599","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.086670","41.734444","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599451","occurrence",NA,"63600","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.915833","42.432220","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599452","occurrence",NA,"63601","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.698608","42.495277","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599453","occurrence",NA,"63602","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.715836","42.451111","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599454","occurrence",NA,"63603","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.962219","42.591110","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599455","occurrence",NA,"63604","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.964722","42.651112","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599456","occurrence",NA,"63605","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.733330","42.715832","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599457","occurrence",NA,"63606","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.734718","42.745277","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599458","occurrence",NA,"63607","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.073059","42.660557","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599459","occurrence",NA,"63608","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.919998","42.546944","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599460","occurrence",NA,"63609","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.081947","42.631668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599461","occurrence",NA,"63610","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-82.901390","42.761665","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599462","occurrence",NA,"63611","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.236946","43.633888","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599463","occurrence",NA,"63612","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.218056","43.619446","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599464","occurrence",NA,"63613","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.580833","42.081390","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599465","occurrence",NA,"63614","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.714996","41.901112","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599466","occurrence",NA,"63615","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.081390","43.292500","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599467","occurrence",NA,"63616","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.154724","43.131943","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599468","occurrence",NA,"63617","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.978058","43.257221","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599469","occurrence",NA,"63618","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.771942","43.550278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599470","occurrence",NA,"63619","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.029724","43.532501","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599471","occurrence",NA,"63620","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.221390","42.571667","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599472","occurrence",NA,"63621","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.176109","42.540001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599473","occurrence",NA,"63622","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.281670","42.700001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599474","occurrence",NA,"63623","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.266388","42.670834","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599475","occurrence",NA,"63624","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-83.618332","42.806667","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599476","occurrence",NA,"63626","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.453331","43.851112","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599477","occurrence",NA,"63627","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-86.009171","42.776112","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599478","occurrence",NA,"63628","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-85.974167","42.979443","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599479","occurrence",NA,"63629","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.356392","43.207779","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"599494","occurrence",NA,"63630","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","18184;18184","-84.322502","43.174168","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
