"occurrence_no","record_type","reid_no","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","lng","lat","genus","genus_no","family","family_no","order","order_no","class","class_no","phylum","phylum_no","genus_name","species_name","genus_reso","late_interval"
"938132","occurrence",NA,"108423","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.833336","39.666668","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938133","occurrence",NA,"108424","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-74.000000","39.583332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938134","occurrence",NA,"108425","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-72.500000","39.500000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938135","occurrence",NA,"108426","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-74.250000","39.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938136","occurrence",NA,"108427","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-74.500000","39.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938137","occurrence",NA,"108428","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.333336","38.583332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938138","occurrence",NA,"108429","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-75.000000","37.500000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938139","occurrence",NA,"108430","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-74.883331","36.933334","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938142","occurrence",NA,"108431","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-74.816666","36.450001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938143","occurrence",NA,"108432","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-75.500000","36.366669","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938144","occurrence",NA,"108433","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-76.000000","35.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"938146","occurrence",NA,"108434","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","35865;35865","-73.833336","40.049999","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1012850","occurrence",NA,"123871","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","39859;39859","-82.445557","37.904720","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1013396","occurrence",NA,"123965","Mastodon giganteus","species","47935","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","39920;39920","-75.110001","41.047501","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","giganteus",NA,NA
"1016358","occurrence",NA,"124388","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","40133;40133","-79.913612","38.397499","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1018606","occurrence",NA,"124709","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","40346;40346","-79.684998","39.135834","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1020743","occurrence",NA,"124950","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","40496;40496","-79.725281","38.910278","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1033532","occurrence",NA,"126593","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","41075;41075","-80.543053","37.591110","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1033704","occurrence",NA,"126595","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","41085;41085","-111.266670","39.583332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1034072","occurrence",NA,"20302","Mammut americanum","species","47865","Mammut americanum","species","47865","Irvingtonian","1.8","0.3","40636;40636","-78.699997","39.599998","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1038003","occurrence",NA,"127111","Elephas americanus","species","233961","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","35435;35435","-76.138885","38.681946","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Elephas","americanus",NA,NA
"1183550","occurrence",NA,"152596","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","48853;48853","-84.674721","32.093887","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1196167","occurrence",NA,"154722","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","50316;50316","-80.400002","25.700001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1196425","occurrence",NA,"154771","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","50335;50335","-82.699997","27.799999","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1196556","occurrence",NA,"74292","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","50339;50339","-80.599998","28.083332","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1196582","occurrence",NA,"154773","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","3131;3131","-82.788002","29.950001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1196905","occurrence",NA,"154804","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","50371;50371","-81.900002","27.170000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1196948","occurrence",NA,"154805","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","2451;2451","-82.476387","29.407499","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1197790","occurrence",NA,"154910","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","50427;50427","-82.599998","29.850000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1197871","occurrence",NA,"154921","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","50430;50430","-80.166664","26.700001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1208221","occurrence",NA,"156789","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","51404;51404","-97.427498","28.126944","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1242310","occurrence",NA,"163685","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","53381;53381","-90.857780","32.316940","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1385005","occurrence",NA,"190076","Mammut americanum","species","47865","Mammut americanum","species","47865","Middle Pleistocene","0.781","0.126","63917;63917","-110.559998","32.529999","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1385127","occurrence",NA,"190115","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","63932;63932","-98.623055","20.050833","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1385179","occurrence",NA,"190114","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","63840;63840","-98.333336","20.016666","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1385195","occurrence",NA,"190116","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","63840;63840","-98.633057","20.000000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1404225","occurrence",NA,"193842","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","53651;53651","-86.348610","41.148335","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1416821","occurrence",NA,"195939","Mammut americanum","species","47865","Mammut americanum","species","47865","Rancholabrean","0.3","0.012","41104;41104","-76.346680","38.693264","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1437894","occurrence",NA,"200629","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","12687;12687","-85.737923","42.863617","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1437905","occurrence",NA,"200637","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","12687;12687","-83.757225","42.226780","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1490851","occurrence","36566","85140","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","71494;71494","-96.099998","32.150002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1491074","occurrence","36429","85142","Mastodon americanus","species","47930","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","71453;71453","-97.188499","27.883499","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1539087","occurrence",NA,"216259","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","74695;74695","-90.789833","35.008148","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1539091","occurrence",NA,"216261","Mammut americanum","species","47865","Mammut americanum","species","47865","Late Pleistocene","0.126","0.0117","74697;74697","-81.816666","42.500000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1578383","occurrence",NA,"222822","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78419;78419","-73.712700","42.786098","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1578384","occurrence",NA,"222823","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78410;78410","-78.058998","42.254002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578385","occurrence",NA,"222824","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78412;78412","-73.905899","40.831100","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578386","occurrence",NA,"222825","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-73.802902","42.350899","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578387","occurrence",NA,"222826","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-73.735001","42.223000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578388","occurrence",NA,"222827","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.022102","42.415401","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578389","occurrence",NA,"222828","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.040298","42.368401","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578390","occurrence",NA,"222829","Mammut americanum","species","47865","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78408;78408","-74.258102","41.489201","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
"1578391","occurrence",NA,"222830","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.099998","41.520000","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578392","occurrence",NA,"222831","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.217377","41.526558","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578393","occurrence",NA,"222832","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.336998","41.528301","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578394","occurrence",NA,"222833","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.065002","41.490002","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578478","occurrence",NA,"222845","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.415001","41.533501","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578479","occurrence","38954","222846","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.108803","41.519501","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578480","occurrence",NA,"222847","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.543999","41.474998","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578482","occurrence",NA,"222848","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.127998","41.477001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578483","occurrence",NA,"222850","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.060997","41.470001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578484","occurrence",NA,"222852","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.194000","41.626999","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1578507","occurrence",NA,"222849","Mastodon americanus","species","47930","Mammut americanum","species","47865","Pleistocene","2.588","0.0117","78409;78409","-74.070999","41.499001","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mastodon","americanus",NA,NA
"1593102","occurrence",NA,"225289","Mammut americanum","species","47865","Mammut americanum","species","47865","Rancholabrean","0.3","0.012","81276;81276","-94.090271","29.661949","Mammut","43274","Mammutidae","43273","Proboscidea","43230","Mammalia","36651","Chordata","33815","Mammut","americanum",NA,NA
