"","taxon_name","lng","lat","early_age","late_age","estimated_age","timeSlice"
"1:16","Mammut americanum",-82.300003,29.1,0.3,0.012,0.156,0.13
"1:333","Mammut americanum",-110.559998,32.529999,0.781,0.126,0.4535,0.13
"1:338","Mammut americanum",-76.34668,38.693264,0.3,0.012,0.156,0.13
"2","Mammut americanum",-94.090271,29.661949,0.3,0.012,0.156,0.13
